"","id","name","type","lon","lat"
"429","node/977470305","Solo Hotel","hotel",110.817021,-7.568388
"430","node/977470374","Соната на Большом","hotel",30.306114,59.9618939
"431","node/981686108","Гена","hotel",0.16294,46.914918
"432","node/981686134","Евразия","hotel",68.8319005,45.4506875
"433","node/999492864","Династия","hotel",30.255799,60.006775
"434","node/1014149386","Ibis","hotel",-122.0542111,36.9566633
"435","node/1138749511","Коллонтай","hotel",36.5320236,55.0312015
"436","node/1163349570","Кемпински","hotel",6.150876,46.210182
"437","node/1186915571","Гранд-Холл","hotel",-75.7027737,39.7164008
"438","node/1247185615","Братья Карамазовы","hotel",30.341754,59.922365
"439","node/1260603682","Светлана","hotel",29.9625646,60.0934967
"440","node/1260603683","Лебёдушка","hotel",35.901655,56.8684717
"441","node/1285208845","Premiere","hotel",-96.336595,30.675938
"442","node/1286773777","Suzor","hotel",-82.9840747,42.3041235
"443","node/1287941057","Ра","hotel",20.6160755,43.2896004
"444","node/1288225593","Golden Garden","hotel",-122.402325,47.689707
"445","node/1288225594","Aston","hotel",-75.4257325,39.8648194
"446","node/1288238563","Невский маяк","hotel",30.3534908,59.9324299
"447","node/1288238565","Агни","hotel",76.4685995,16.5658683
"448","node/1288238568","Эдельвейс","hotel",113.3217319,52.1403333
"449","node/1288238582","Nevskiy 98","hotel",30.354991,59.932065
"450","node/1304505037","Nevsky 90","hotel",30.352272,59.932393
"451","node/1304505090","2nd Court Yard","hotel",-122.3968584,37.7858988
"452","node/1304505157","Примавера","hotel",-69.25,-52.716667
"453","node/1304505185","Анабель","hotel",30.3516465,59.933245
"454","node/1304505202","Vesta","hotel",-95.4163965,44.5077348
"455","node/1304587303","Времена года","hotel",37.4874249,55.7317726
"456","node/1304587310","Октавиана","hotel",30.347513,59.933168
"457","node/1304587340","Красный терем","hotel",30.3467651,59.9330629
"458","node/1304587418","Piterskaya","hotel",30.34706,59.9330865
"459","node/1304587473","Nevsky 74","hotel",30.3464867,59.9334821
"460","node/1320550032","На Спортивной","hotel",30.2979054,59.9520676
"461","node/1320897784","Питер","hotel",30.3350986,59.9342802
"462","node/1322273173","Матисов Домик","hotel",30.2800703,59.9249077
"463","node/1416248704","Park Inn by Radisson Nevsky ","hotel",30.364298,59.930021
"464","node/1422754866","Демидов мост","hotel",30.3156762,59.9279099
"465","node/1425736643","Sweet Dreams","hotel",-83.3616233,42.5778717
"466","node/1447263729","М-отель","hotel",30.334204,59.93294
"467","node/1520110813","Морской Вокзал","hotel",30.2351809,59.9265303
"468","node/1535559058","Аве Цезарь","hotel",30.322441,59.937505
"469","node/1535559069","Невский Отель Астер","hotel",30.3216927,59.9376051
"470","node/1572967775","Crowne Plaza - Ligovsky","hotel",30.358421,59.927864
"471","node/1600293869","Casa Leto","hotel",30.312004,59.933424
"472","node/1606309200","W St. Petersburg","hotel",30.3091443,59.9350403
"473","node/1637538953","Cronwell Inn","hotel",30.3530131,59.9309151
"474","node/1669784425","Алекс Отель","hotel",30.2192851,60.0064635
"475","node/1761230779","Goodrest","hotel",-1.868284,52.4139633
"476","node/1761230780","SkyОтель","hotel",92.873047,55.979161
"477","node/1761230781","Бельведер-Невский","hotel",30.322027,59.936596
"478","node/1761230785","Гостевой Центр Корона","hotel",30.32464,59.936725
"479","node/1761230788","Дворы Капеллы","hotel",30.3222848,59.9399794
"480","node/1761230792","Золотой Треугольник","hotel",30.3229862,59.9368899
"481","node/1761230808","Бригит","hotel",30.4320173,59.9333261
"482","node/1761230809","Невский Гранд Отель","hotel",30.323332,59.937855
"483","node/1761230810","Невский Делюкс Отель","hotel",30.3226503,59.9363363
"484","node/1766594697","Вероника","hotel",-94.9783414,29.3684491
"485","node/1766594700","Воланд Апартаменты","hotel",30.3596481,59.9541963
"486","node/1766594710","Норд Хаус","hotel",37.547402,55.881928
"487","node/1776034400","B&B Pio","hotel",12.458652,41.9039305
"488","node/1776034401","Атлантика","hotel",-95.0138776,41.4036007
"489","node/1776034403","Грифон","hotel",-73.8319338,45.624057
"490","node/1783114995","Мэрибель","hotel",30.3215683,59.932049
"491","node/1786947889","Чёрная речка","hotel",30.2970422,59.9898098
"492","node/1828899715","Наука","hotel",-71.4002038,41.8269128
"493","node/1832890206","Moyka 5","hotel",30.3265059,59.9427102
"494","node/1832890215","3 моста","hotel",30.326887,59.94277
"495","node/1843245657","Традиция","hotel",30.4747541,59.7654777
"496","node/1930527107","Околица","hotel",27.7565757,54.054942
"497","node/2080004417","Гостиница ТЭЦ-7","hotel",30.2464355,59.9236263
"498","node/2118471451","Гоголь","hotel",37.6622192,55.7623591
"499","node/2166439504","Green Apple Hotel","hotel",108.3292833,15.8870909
"500","node/2173165965","Castle","hotel",-112.7632429,48.188534
"501","node/2173607317","Allen House","hotel",-93.1583145,44.4601106
"502","node/2262765008","Ра Невский 44","hotel",30.333041,59.934795
"503","node/2262897259","Северный модерн","hotel",30.289494,59.963909
"504","node/2271816242","Лиговский 44","hotel",30.3584758,59.9260345
"505","node/2272563042","Самсонов отель","hotel",30.318454,59.9149638
"506","node/2283447468","Demetra Art Hotel","hotel",30.3603684,59.9434958
"507","node/2283839311","Solo Hotel","hotel",110.817021,-7.568388
"508","node/2284497995","Арт-Отель Моховая","hotel",30.344152,59.941954
"509","node/2290810210","Маршал","hotel",-94.3674184,32.5448714
"510","node/2370678431","Дворец Трезини","hotel",30.2880217,59.9369831
"511","node/2405443809","Dream House","hotel",-74.0048227,40.7184638
"512","node/2405751006","Колумб","hotel",26.0206511,53.132603
"513","node/2405751007","Петровский Двор","hotel",30.309762,59.928713
"514","node/2407215422","Герцен Хаус","hotel",30.3127921,59.934105
"515","node/2407215423","Комфорт","hotel",-98.9050337,29.967715
"516","node/2407250624","Смольнинская","hotel",30.389214,59.946981
"517","node/2429982964","Арт-Отель Радищев","hotel",30.363335,59.939874
"518","node/2447420795","Петровский","hotel",37.5100201,54.1853916
"519","node/2447924769","Аврора","hotel",30.337833,59.9554045
"520","node/2504521536","Старая деревня","hotel",30.2550932,59.9880455
"521","node/2520113500","Искра","hotel",38.3841618,56.5253252
"522","node/2536037319","Арт-отель Рахманинов","hotel",30.322444,59.933485
"523","node/2585195424","Sonata","hotel",-117.7738099,33.6654696
"524","node/2588739517","Мини отель ""Атмосфера""","hotel",30.290346,59.955943
"525","node/2595232579","Респекталь","hotel",30.35492,59.940383
"526","node/2599613912","Martin","hotel",-80.4103957,27.0804935
"527","node/2624826979","Петербургская сказка","hotel",30.362875,59.938867
"528","node/2661794892","Росси и СПА","hotel",30.335552,59.929063
"529","node/2782036457","Невский Двор","hotel",30.352423,59.930014
"530","node/2814784415","Гермес","hotel",-96.8063816,32.83523
"531","node/2861371835","На Саперном","hotel",30.3573204,59.9408791
"532","node/2922210501","Капитал Отель","hotel",30.3214717,59.9290225
"533","node/2927035510","Лиготель","hotel",30.358981,59.928839
"534","node/2939784368","Meridian Hotel","hotel",-122.4031008,37.7864234
"535","node/2958665200","Nordic","hotel",-75.6626185,41.1083757
"536","node/2961371988","Мини-отель Петроградский","hotel",30.290346,59.955943
"537","node/2974761150","Greenwich","hotel",-0.0076589,51.4825766
"538","node/2974761165","Пять вечеров","hotel",30.3601786,59.9380783
"539","node/2978840045","Невский берег","hotel",30.364347,59.930793
"540","node/2980109553","Акдениз","hotel",34.7077665,36.8688237
"541","node/2980109554","Берёзка","hotel",53.3658119,56.8232343
"542","node/2980109555","Север","hotel",-94.2743628,34.0346222
"543","node/2980148376","A'Liva","hotel",39.7055577,54.6287132
"544","node/2980183954","Old Flat","hotel",30.36901,59.938956
"545","node/2980183955","Геральда","hotel",30.3547948,59.926885
"546","node/2992111545","Alliance","hotel",-81.1059309,40.9153362
"547","node/2992205088","Береста","hotel",30.3667125,59.9351932
"548","node/2992205090","Суворовъ","hotel",37.618106,55.780902
"549","node/3066710581","Мини-отель Библиотека","hotel",39.895077,59.227329
"550","node/3090172222","Литейный","hotel",30.3494836,59.9519123
"551","node/3143680395","Старая Вена","hotel",30.6397374,50.2608584
"552","node/3143724661","Холстомеръ","hotel",30.375194,59.928933
"553","node/3143786634","Невский 150","hotel",30.373175,59.928755
"554","node/3143789914","Заповедник","hotel",-94.6752707,39.1923383
"555","node/3145136513","Апарт отель ""Невский 150""","hotel",30.348409,59.932874
"556","node/3145140259","мини отель Пансион на Сенной","hotel",30.316034,59.926843
"557","node/3163681654","Piter House","hotel",30.3591188,59.9307011
"558","node/3204398233","Уют","hotel",38.7092869,56.0192299
"559","node/3429289290","Австрийский Дворик","hotel",30.3664796,59.9448399
"560","node/3590941733","Avent inn","hotel",30.363989,59.930127
"561","node/3625032109","Петроградка","hotel",30.2895668,59.9635148
"562","node/3633026185","Fifth Corner","hotel",-83.776771,42.159365
"563","node/3640500406","Миниотель ИнОтель","hotel",37.6728675,55.720594
"564","node/3658828511","Мини-отель на Лесной","hotel",30.342591,59.98479
"565","node/3774553563","Арбат Норд","hotel",30.351489,59.942049
"566","node/3841309269","Бонжур","hotel",27.5569372,53.910887
"567","node/3942487551","Алые паруса на Фонтанке","hotel",30.324208,59.924699
"568","node/3942487555","Фонтанка 99","hotel",30.321669,59.923712
"569","node/3954003786","1913","hotel",-85.3745274,37.1950477
"570","node/3962508884","Majestic","hotel",-82.0998518,37.5339963
"571","node/4060185663","Nevsky forum","hotel",30.354344,59.931635
"572","node/4085518789","Akyan St-Petersburg","hotel",30.360519,59.935313
"573","node/4128773001","Мини-отель Шевченко 16А","hotel",30.244943,59.931764
"574","node/4144241627","Тучков отель","hotel",30.2774545,59.948148
"575","node/4158558689","Novotel ","hotel",-73.9837987,40.7625249
"576","node/4185025817","Семь кают","hotel",30.2433551,59.9284669
"577","node/4190027914","Big Marine","hotel",-92.8703069,45.1996921
"578","node/4198785535","Невский дом","hotel",30.367664,59.9301486
"579","node/4198886577","Best Western plus Centre Hotel","hotel",30.3602776,59.9308679
"580","node/4207655892","Бутик 1852","hotel",30.3523976,59.9364311
"581","node/4207691339","Бутик 1852","hotel",30.3523976,59.9364311
"582","node/4212900990","Общежитие ОАО МЗ Арсенал","hotel",NA,NA
"583","node/4222280106","Петръ отель","hotel",30.3093684,59.9360522
"584","node/4232300090","На Почтамтской","hotel",30.29927,59.931526
"585","node/4234477297","InBox Capsule Hotel","hotel",30.344264,59.942174
"586","node/4238841290","РА отель","hotel",30.333041,59.934795
"587","node/4243882692","Red Apple","hotel",-120.382424,38.179104
"588","node/4253801994","Station Hotel Z12","hotel",30.3380674,59.9212692
"589","node/4258939791","Sonya Hotel","hotel",12.4956256,41.9000271
"590","node/4265592192","исланд хостел","hotel",121.92661,11.959773
"591","node/4267924036","Polikoff hotel","hotel",30.3404131,59.9338876
"592","node/4271460183","Таврическая","hotel",30.3872391,59.948391
"593","node/4290197017","Бутик-отель Графтио","hotel",30.306457,59.974031
"594","node/4290439691","Лира","hotel",-83.7394346,45.1977898
"595","node/4290460152","Хостел Good Holiday","hotel",30.3180083,59.923094
"596","node/4319515689","Каспий","hotel",50.668945,41.934977
"597","node/4436383281","SH","hotel",-10.0306945,-24.1434812
"598","node/4436874655","Амулет","hotel",30.3135268,59.9360319
"599","node/4472692993","Рапсодия","hotel",29.776984,60.249151
"600","node/4530956102","Отель на Римского-Корсакова","hotel",30.294996,59.92316
"601","node/4538542704","Isaac Hotel","hotel",-6.2533268,53.3500514
"602","node/4538542705","Алмаз","hotel",61.4521789,55.1453986
"603","node/4538542706","Solo","hotel",110.8243272,-7.5754887
"604","node/4557589243","Талисман","hotel",-117.7460544,33.6958632
"605","node/4558532913","Dvor'ы","hotel",30.3704484,59.9287044
"606","node/4567387854","Premiere","hotel",-96.336595,30.675938
"607","node/4567849115","Анкор","hotel",-88.5356146,40.5680898
"608","node/4569655332","Lion","hotel",4.835659,45.764043
"609","node/4572720645","Chao Mama","hotel",30.308548,59.927112
"610","node/4578924278","Гранд Марк","hotel",30.298924,59.9345533
"611","node/4578924279","Невский Бриз","hotel",30.298924,59.9345533
"612","node/4578924281","Алмаз у мостов","hotel",30.2983187,59.9343679
"613","node/4580635693","The Bridge","hotel",-96.7916849,32.7759812
"614","node/4580648425","Катюша","hotel",30.5157092,50.4335826
"615","node/4582332123","Престиж Центр","hotel",30.6239997,50.3931413
"616","node/4582332124","Sonata","hotel",-117.7738099,33.6654696
"617","node/4582332126","Solo Panorama","hotel",-114.0709017,51.1650231
"618","node/4583585344","История","hotel",-74.005793,40.7450576
"619","node/4583690427","Бальзак","hotel",0.145894,45.70912
"620","node/4583690428","Дом Бенуа","hotel",16.3169479,8.9909734
"621","node/4585774820","Мини-отель «Рада»","hotel",30.367639,59.938455
"622","node/4588448694","Априори","hotel",-71.3898871,42.4599946
"623","node/4611248291","Золотой век","hotel",37.6412411,55.7662034
"624","node/4613679649","Лето","hotel",30.3171513,59.819991
"625","node/4635492313","Alexandria","hotel",29.9187387,31.2000924
"626","node/4658629795","Авангард","hotel",30.6141573,46.4676976
"627","node/4690366568","Дом Достоевского","hotel",30.3147291,59.9275276
"628","node/4690381015","Грибоедов хаус","hotel",30.3144943,59.9259814
"629","node/4690887573","Блюз","hotel",-87.648716,41.92788
"630","node/4690887580","Нарджилия","hotel",60.5934016,56.8281375
"631","node/4690887581","Атмосфера","hotel",30.259732,60.0076135
"632","node/4695801594","Станция G73","hotel",30.329736,59.922223
"633","node/4704450952","Аллегро","hotel",-75.2029001,39.9514814
"634","node/4704450959","Капитал","hotel",-83.7903428,43.2478482
"635","node/4704464289","Саквояж","hotel",30.2731069,59.9400482
"636","node/4710899136","Landorff","hotel",30.321095,59.928845
"637","node/4719845411","НашОтель","hotel",30.2700625,59.943889
"638","node/4722760414","Kravt","hotel",13.41186,52.53372
"639","node/4728272673","Мини-отель Речной парк","hotel",30.328471,59.9219821
"640","node/4763175224","Оноре","hotel",142.6787719,50.18968
"641","node/4771204734","Апарт-отель Камара","hotel",NA,NA
"642","node/4803603623","Отель Крыша","hotel",30.347435,59.932215
"643","node/4803639721","Отель 9 Сов","hotel",30.3723294,59.9381495
"644","node/4807287786","Альдебаран","hotel",44.5157023,48.712876
"645","node/4814267434","Solo","hotel",110.8243272,-7.5754887
"646","node/4837684842","Solo","hotel",110.8243272,-7.5754887
"647","node/4846915544","Барокко","hotel",37.035946,55.595485
"648","node/4846915545","Екатерининский","hotel",30.4393668,59.9780548
"649","relation/419489","Российская национальная библиотека","library",30.3357343,59.9335441
"650","relation/1530759","Библиотека Российской академии наук","library",30.2968626,59.9438602
"651","relation/1604296","Президентская библиотека имени Б. Н. Ельцина","library",30.3021769,59.9351079
"652","relation/3801087","Российская национальная библиотека","library",30.3357343,59.9335441
"653","way/56761156","Центральная городская публичная библиотека им. В. В. Маяковского","library",30.343538,59.932322
"654","way/101539846","ЦДГБ им. А.С. Пушкина","library",NA,NA
"655","way/160093054","Центральная районная библиотека имени А. С. Пушкина","library",30.3113069,59.9646312
"656","node/322050447","Библиотека имени В.И. Ленина","library",30.3025215,59.9575718
"657","node/620019791","2-я детская библиотека","library",30.306014,59.95335
"658","node/667322125","Центральная городская детская библиотека имени А. С. Пушкина","library",30.3109181,59.9334026
"659","node/791553107","Библиотека №4","library",31.17031,69.509618
"660","node/829964907","Санкт-Петербургская государственная библиотека для слепых","library",30.2984363,59.960176
"661","node/968478668","Научная библиотека СЗАГС","library",30.2741118,59.9446685
"662","node/968499587","Фундаментальная библиотека им. императрицы Марии Фёдоровны РГПУ им. А. И. Герцена","library",NA,NA
"663","node/968499588","Санкт-Петербургская государственная библиотека для слепых","library",30.2984363,59.960176
"664","node/968504821","Научная библиотека им. М. Горького СПбГУ","library",30.3008272,59.9402387
"665","node/968509206","Библиотека СПбГУИТМО","library",30.2947784,59.9447472
"666","node/968513808","Библиотека СПбГУКИ","library",30.3313932,59.9465971
"667","node/968545966","Научная библиотека СПбГЭУ","library",30.3008272,59.9402387
"668","node/977892489","Библиотека-филиал №2 имени Л.Н. Толстого","library",38.9627015,45.0644032
"669","node/993446116","Детская библиотека имени В. Г. Короленко","library",30.3761595,59.8740582
"670","node/996066153","Библиотека - Филиал №5","library",33.1073002,68.945355
"671","node/1139189200","Дорожная научно-техническая библиотека ОктЖД","library",30.310587,59.908086
"672","node/1140389522","Библиотека РГГМУ","library",30.4083065,59.9214244
"673","node/1140412403","Библиотека СПбГМТУ","library",30.2768922,59.9186506
"674","node/1140438966","Библиотека ГУАП","library",30.2965598,59.9295233
"675","node/1140449935","Библиотека СПбГУТД","library",30.316376,59.934997
"676","node/1140491132","Фундаментальная библиотека СПбГТИ","library",30.3187566,59.9175207
"677","node/1140517274","Библиотека ГУМРФ","library",30.2497818,59.9096691
"678","node/1140518098","Библиотека СПбГУНиПТ","library",30.338033,59.926971
"679","node/1312387839","Старая Коломна","library",30.301765,59.9237778
"680","node/1438264220","Книжная Капелла","library",30.3021682,59.9317533
"681","node/1488478973","Адмиралтейская","library",30.3149079,59.9358717
"682","node/1557141330","Измайловская","library",37.7800242,55.7877027
"683","node/1557141345","Детская библиотека (филиал №14)","library",27.6739578,53.8677349
"684","node/1836168030","Библиотека правовой и экономической литературы","library",NA,NA
"685","node/2173146836","Научно-техническая библиотека ПГУПС","library",30.3163921,59.924111
"686","node/2216518823","Семёновская","library",37.719356,55.7830736
"687","node/2259980885","Бронницкая","library",30.3228825,59.9140306
"688","node/2557306056","Центральная городская библиотека им А.С.Пушкина","library",30.3109181,59.9334026
"689","node/2595736503","Библиотека","library",-73.9822534,40.7531823
"690","node/2631239095","Центральная библиотека им. М.Ю.Лермонтова","library",30.348149,59.94366
"691","node/2652249262","Центральная районная библиотека им. Н. В.Гоголя","library",30.413148,59.948054
"692","node/2754708662","Юношеская библиотека №3 им. Н. Островского","library",30.269385,59.936238
"693","node/2850243973","Библиотека №3 им. О. Берггольц","library",30.41509,59.892462
"694","node/2967574538","Библиотека имени К. А. Тимирязева","library",30.2953553,59.9077352
"695","node/3090173193","Центральная районная библиотека имени М. В. Ломоносова","library",30.23544,59.942762
"696","node/3098248797","Детская библиотека № 8","library",33.0884049,68.8918277
"697","node/3172298966","Филиал №4 ЦГДБ им. А.С. Пушкина","library",30.3109181,59.9334026
"698","node/3212577209","Детская библиотека №6","library",30.2404158,59.9526642
"699","node/3354720828","Библиотека №1 им.Н.Г.Чернышевского","library",30.2375853,59.9481165
"700","node/3699850891","Библиотека Филиал №1","library",39.87806,57.6015468
"701","node/3927654623","Медицинская","library",37.63292,55.773127
"702","node/4363720389","Библиотека № 10 им. С. А. Есенина","library",30.3470212,59.9106859
"703","node/4373247394","Библиотека им.В.В.Маяковского (филиал)","library",30.343538,59.932322
"704","node/4427609686","Университетская библиотека","library",37.540563,55.654586
"705","node/4548921700","Библиотека при институте имени Гёте","library",NA,NA
"706","node/4558482592","Библиотека имени А.С. Грибоедова","library",30.3210945,59.9288449
"707","node/4738084521","СофтБизнес","library",30.3146052,59.895971
"708","node/4739027747","Дом Плеханова","library",30.316579,59.913966
"709","relation/227970","Комендантский дом","museum",30.257379,60.008094
"710","relation/238571","Михайловский замок","museum",30.3380463,59.9399937
"711","relation/969622","Мраморный дворец","museum",30.3266928,59.9451172
"712","relation/1028087","Строгановский дворец","museum",30.320118,59.9357046
"713","relation/1394028","Музей прикладного искусства СПБГХПА им. А. Л. Штиглица","museum",30.340531,59.942946
"714","relation/1426086","Особняк Румянцева","museum",30.2893385,59.9327384
"715","relation/1444351","Кухонный корпус","museum",30.3954577,59.72044
"716","relation/1654922","Литераторские мостки","museum",30.3582223,59.9045286
"717","relation/1839482","Музей городского электрического транспорта Санкт-Петербурга","museum",30.2607292,59.9389041
"718","relation/2420060","Конюшенный корпус","museum",29.9589711,59.8767056
"719","relation/2594678","Великокняжеская усыпальница","museum",NA,NA
"720","relation/2594680","Монетный двор","museum",30.313975,59.94923
"721","relation/2594681","Петропавловский собор","museum",30.3161506,59.9501815
"722","relation/2614475","Русский музей","museum",30.3322212,59.9385918
"723","relation/2614477","Русский музей, Корпус Бенуа","museum",30.3322212,59.9385918
"724","relation/2662030","Гранд Макет Россия","museum",30.330343,59.887986
"725","relation/3207129","Детский музейный центр исторического воспитания","museum",30.354538,60.0011
"726","relation/3213835","Государственный музей истории Санкт-Петербурга","museum",30.3193937,59.9500484
"727","relation/3229838","Исаакиевский собор","museum",30.306485,59.933905
"728","relation/3272566","крейсер Аврора","museum",30.337833,59.9554045
"729","relation/3283438","Ледокол ""Красин""","museum",30.26896,59.927761
"730","relation/3296328","Музей антропологии и этнографии имени Петра Великого Российской Академии наук","museum",30.3045327,59.9414967
"731","relation/3296460","Площадка натурных экспонатов ЦМЖТ","museum",NA,NA
"732","relation/3801086","Музей Анны Ахматовой в Фонтанном доме","museum",30.346936,59.935875
"733","relation/3801099","Константиновский дворец","museum",30.0583188,59.8539229
"734","way/24882049","Музей хлеба","museum",30.360111,59.953599
"735","way/28566728","Зоологический музей Зоологического института РАН","museum",30.305456,59.942373
"736","way/28691649","Музей Камня","museum",30.329128,59.940893
"737","way/28691902","Мастерская М. К. Аникушина","museum",30.296986,59.973207
"738","way/28712275","Домик Петра I","museum",30.3308756,59.9532765
"739","way/30198549","Государственный мемориальный музей А.В. Суворова","museum",30.376488,59.94323
"740","way/33563383","Музей Октябрьской железной дороги","museum",28.3595981,57.804398
"741","way/45966528","Эрарта","museum",30.25139,59.932118
"742","way/50336364","Нарвская застава","museum",30.273615,59.900408
"743","way/55700757","Невская застава","museum",30.460057,59.865712
"744","way/61490767","Музей Арктики и Антарктики","museum",30.3536656,59.9274248
"745","way/61650354","Центральный музей связи имени А.С. Попова","museum",30.3020972,59.9325219
"746","way/73174258","Нарвские ворота","museum",30.27381,59.9009419
"747","way/85426961","Государственный музей политической истории России","museum",30.3247135,59.9545898
"748","way/87095910","Музей петербургского авангарда","museum",30.3123477,59.9708927
"749","way/89411479","Петербургский музей кукол","museum",30.259531,59.947285
"750","way/96456040","Культурный центр ""Новый акрополь""","museum",37.6289234,55.7704855
"751","way/96827443","Музей обороны и блокады Ленинграда","museum",30.3408422,59.9444098
"752","way/100820382","Фрейлинский корпус","museum",30.2626884,59.9802601
"753","way/101539869","Музей военного костюма","museum",30.3670753,59.9336899
"754","way/123243367","Юсуповский дворец","museum",30.2987481,59.9294352
"755","way/133084707","Подводная лодка С-189","museum",30.275509,59.932189
"756","way/133197139","Д-2 «Народоволец»","museum",30.2336316,59.9331742
"757","way/153266804","Ми-24А","museum",-79.8766899,35.9558706
"758","way/181423909","Дом садовника Бука","museum",NA,NA
"759","way/181423910","Кавалерский корпус","museum",37.682866,55.616879
"760","way/181423911","Каменные кладовые","museum",NA,NA
"761","way/216655164","Меншиковский дворец","museum",30.295545,59.9395254
"762","way/235984453","Российский этнографический музей","museum",30.3343929,59.9378311
"763","way/309796655","Государственный Эрмитаж (Главный штаб Восточное крыло)","museum",30.318684,59.939034
"764","way/362189089","Музей уличного искусства","museum",30.4528653,59.9612505
"765","node/311367818","Музей-Институт Семьи Рерихов","museum",30.2720118,59.9316295
"766","node/501596014","Музей космонавтики и ракетной техники","museum",30.321431,59.951817
"767","node/507091461","Музей-квартира Федора Михайловича Достоевского","museum",37.610425,55.783523
"768","node/649424601","Музей изобретателя радио А.С. Попова","museum",30.322581,59.971926
"769","node/659405364","Музей подводных сил РФ","museum",30.3988103,59.982767
"770","node/805518386","Галерея Академии Художеств","museum",30.2352051,59.9354742
"771","node/878883764","Центральный музей железнодорожного транспорта","museum",30.31356,59.924412
"772","node/910855198","Музей искусства Санкт-Петербурга XX-XXI веков","museum",30.300083,59.926502
"773","node/932959256","Государственный Эрмитаж","museum",30.3145597,59.9398317
"774","node/973600021","Ботанический музей БИН","museum",30.3227968,59.9712007
"775","node/979037130","Новый музей","museum",30.2795288,59.9426801
"776","node/1076656524","Фондохранилище Государственного Эрмитажа ""Старая Деревня""","museum",30.2633761,59.9894019
"777","node/1186298549","Военно-медицинский музей","museum",30.3252002,59.9211009
"778","node/1295102291","Музейно-выставочный центр Петербургский Художник","museum",30.2944541,59.9276304
"779","node/1340880457","Дворец великого князя Алексея Александровича","museum",30.2837181,59.927975
"780","node/1383043649","Государственный музей городской скульптуры","museum",30.3848738,59.9232873
"781","node/1428589170","Музей истории фотографии","museum",30.3124444,59.9714643
"782","node/1431722815","Историко-технический Музей","museum",30.3765965,60.0072465
"783","node/1432837187","Музей-квартира Л.Н.Гумилева.","museum",30.354897,59.9266
"784","node/1438259722","Музей истории религии","museum",30.301679,59.931539
"785","node/1439033025","Музей-квартира А. А. Блока","museum",30.28253,59.923736
"786","node/1480118259","Музей Г.Р. Державина","museum",30.310242,59.918912
"787","node/1486061637","Военно-исторический музей артиллерии, инженерных войск и войск связи","museum",30.3137684,59.954076
"788","node/1515211295","Музей В.В. Набокова","museum",30.3048085,59.9319241
"789","node/1521311711","Музей тюрьмы Трубецкого бастиона","museum",30.313554,59.9487
"790","node/1584652254","Музей почвоведения имени В. В. Докучаева","museum",30.3032629,59.9438854
"791","node/1600107141","Музей блокады Ленинграда","museum",30.3408422,59.9444098
"792","node/1757659336","Музей гигиены","museum",30.3373177,59.935842
"793","node/1886744437","Музей Сновидений Фрейда","museum",30.294393,59.95525
"794","node/1938706048","Музей Петербургского метрополитена","museum",30.2350912,59.9482903
"795","node/1938744254","Музей оптики","museum",30.2951406,59.9443711
"796","node/2077592243","Музей истории профессионального образования","museum",30.346521,59.921313
"797","node/2086001201","Музей-квартира Н. А. Римского-Корсакова","museum",30.340942,59.924587
"798","node/2181181342","Музей художественного стекла","museum",11.1650234,50.478337
"799","node/2203236493","Музей-квартира А. С. Пушкина","museum",30.3211817,59.9412067
"800","node/2385986746","Центральный военно-морской музей","museum",30.293371,59.930145
"801","node/2407181729","Музей варежки","museum",30.3104122,59.9323758
"802","node/2407188222","РОСФОТО","museum",30.3104659,59.9332686
"803","node/2408103305","Музей живых бабочек","museum",30.3424675,59.9232235
"804","node/2458376942","Музей циркового искусства","museum",30.341129,59.938576
"805","node/2458380092","Музей истории института экспериментальной медицины","museum",30.304532,59.974455
"806","node/2462663672","МузЭрос","museum",NA,NA
"807","node/2661549863","Музей Кофе","museum",30.3624904,59.9494629
"808","node/2736309107","Республика кошек","museum",30.3013764,59.9331213
"809","node/2749608159","Музей-квартира И.И. Бродского","museum",30.329246,59.937512
"810","node/2753380594","Музей советских игровых автоматов","museum",30.3267047,59.9400536
"811","node/2943366165","Санкт-Петербургский Музей Игрушки","museum",30.300424,59.969833
"812","node/2958398085","Дом-музей Ф. И. Шаляпина","museum",37.583263,55.7565632
"813","node/3328712097","ЛабиринтУм","museum",30.3156711,59.965223
"814","node/3345679795","Музей музыки (филиал Санкт-Петербургского государственного музея театрального и музыкального искусства)","museum",30.336697,59.93104
"815","node/3388171250","Музей граммофонов и фонографов","museum",30.3128326,59.9637657
"816","node/3425666979","Центральный научно-исследовательский геологоразведочный музей им. ак. Ф.Н. Чернышева","museum",30.2630895,59.9383568
"817","node/3514231814","Музей книги блокадного города (Библиотека №5)","museum",30.334706,59.863212
"818","node/3514312991","Музейная экспозиция «Три века Петергофской дороги»","museum",NA,NA
"819","node/3514337018","Анна Ахматова. Серебряный век.","museum",30.268082,59.868313
"820","node/3514428815","Музей истории и техники Акционерного общества ""Кировский завод""","museum",30.2628162,59.878314
"821","node/3514435965","Музей истории Северного проектно-конструкторского бюро","museum",30.2440047,59.8765097
"822","node/3514490193","Усадьба ""Кирьяново""","museum",30.2662331,59.885992
"823","node/3514508479","Музей отечественной киноаппаратуры","museum",30.3643938,59.8879345
"824","node/3514533236","Истоки жизни-Невская застава","museum",30.460057,59.865712
"825","node/3514545041","Музей Императорского фарфорового завода","museum",30.446667,59.879699
"826","node/3514714653","Музей Нонконформистского Искусства","museum",30.359125,59.929071
